|Max Apple|Mean Apple|Max Step|Mean Step|Max Fitness|Mean Fitness
Generation 445|2|0.128|15|14.248|2149.739062976162|83.27267951059042
Generation 446|2|0.156|15|14.304|2149.739062976162|101.80641830338134
Generation 447|2|0.154|15|14.336|2149.739062976162|100.8356139099843
Generation 448|2|0.126|15|14.518|2149.739062976162|89.42371991037281
Generation 449|3|0.118|15|14.272|5024.719635813122|87.6728001367015
Generation 450|3|0.106|15|14.238|5024.719635813122|79.39487679139613
Generation 451|2|0.174|16|14.352|2149.739062976162|113.05632938216843
Generation 452|2|0.136|17|14.322|2149.739062976162|89.6190647860708
Generation 453|2|0.138|15|14.452|2149.739062976162|95.30772925958208
Generation 454|2|0.15|19|14.752|2149.739062976162|96.93884178419403
Generation 455|2|0.122|19|14.724|2149.739062976162|80.74588923789565
Generation 456|2|0.162|15|14.482|2149.739062976162|102.68536080567542
Generation 457|2|0.138|15|14.672|2149.8377997990897|95.52966418309919
Generation 458|2|0.142|15|14.69|2149.739062976162|92.95702906172278
Generation 459|2|0.124|15|14.804|2149.739062976162|81.81563807835205
Generation 460|2|0.13|15|14.596|2149.739062976162|89.23817519290259
Generation 461|2|0.154|15|14.662|2149.739062976162|98.88911385872869
Generation 462|2|0.118|15|14.69|2149.739062976162|83.36754412844483
Generation 463|2|0.126|15|14.598|2149.739062976162|80.34685707396225
Generation 464|2|0.134|15|14.492|2149.739062976162|93.39064539757327
Generation 465|2|0.156|15|14.452|2149.739062976162|101.96867839096659
Generation 466|2|0.128|15|14.638|2149.739062976162|92.82531076191343
Generation 467|3|0.15|15|14.79|5024.719635813122|104.0386993854928
Generation 468|2|0.126|15|14.578|2149.739062976162|80.35790260223183
Generation 469|3|0.158|15|14.744|5024.719635813122|112.54846068314826
Generation 470|2|0.14|15|14.756|2149.739062976162|92.01325587941659
Generation 471|2|0.16|15|14.62|2149.739062976162|104.08738721501206
Generation 472|2|0.12|15|14.716|2149.739062976162|77.49495940088812
Generation 473|2|0.156|17|14.542|2149.739062976162|111.1809817280705
Generation 474|3|0.138|18|14.43|5024.719635813122|95.50053305428001
Generation 475|2|0.138|17|14.67|2149.739062976162|88.64574936612618
Generation 476|1|0.134|16|14.232|511.42505421866946|81.68095769526045
Generation 477|2|0.124|15|14.652|2149.739062976162|86.2645331362171
Generation 478|2|0.106|15|14.522|2149.476355007297|70.3846381301919
Generation 479|2|0.132|15|14.214|2149.739062976162|92.13397187897705
Generation 480|2|0.156|18|14.478|2149.739062976162|97.41650629463625
Generation 481|2|0.158|17|14.314|2149.739062976162|100.5046509266163
Generation 482|2|0.136|15|14.42|2149.964098556101|89.74344107895428
Generation 483|1|0.116|15|14.536|511.42505421866946|73.0446838606771
Generation 484|2|0.148|18|14.306|2149.739062976162|97.86221781711389
Generation 485|2|0.128|18|14.214|2149.739062976162|87.81922234751565
Generation 486|2|0.148|18|14.212|2149.964098556101|95.4426315314704
Generation 487|2|0.138|100|14.268|2149.739062976162|95.15113099297916
Generation 488|2|0.134|18|14.304|2149.739062976162|86.36607332765239
Generation 489|3|0.128|17|14.204|5024.719635813122|94.85589714117972
Generation 490|2|0.138|100|14.154|2149.739062976162|85.88335129554856
Generation 491|1|0.142|18|14.112|512.933957131351|85.51745088906871
Generation 492|2|0.16|19|13.976|2149.739062976162|105.71653623334728
Generation 493|2|0.14|16|13.956|2149.739062976162|91.25639438479554
Generation 494|2|0.122|15|13.938|2149.739062976162|77.74084853381363
Generation 495|2|0.1|27|14.412|2149.739062976162|71.82978306962654
Generation 496|2|0.146|19|14.12|2149.739062976162|89.8125983127797
Generation 497|2|0.17|15|14.234|2149.739062976162|117.80755837680617
Generation 498|2|0.11|16|14.304|2149.988999664993|76.68820551521668
Generation 499|2|0.13|15|14.368|2149.739062976162|84.41985201165456
Generation 500|2|0.154|15|13.918|2149.739062976162|93.56762703992344
Generation 501|3|0.108|18|14.536|5024.719635813122|76.14207300768886
Generation 502|2|0.114|15|14.3|2149.739062976162|76.40827239901657
Generation 503|2|0.128|16|14.29|2149.739062976162|81.0883967010807
Generation 504|2|0.142|18|14.176|2149.739062976162|92.45469109388648
Generation 505|2|0.126|15|14.27|2149.739062976162|86.8931420949377
Generation 506|2|0.128|15|14.54|2149.739062976162|81.28034064342518
Generation 507|2|0.156|23|14.5|2149.739062976162|104.2849338508592
Generation 508|2|0.16|15|14.66|2149.739062976162|99.532379353541
Generation 509|3|0.138|15|14.616|5024.719635813122|102.49234319412957
Generation 510|2|0.122|15|14.656|2149.739062976162|83.0106191528277
Generation 511|2|0.132|15|14.712|2149.739062976162|88.00215566088879
Generation 512|3|0.166|100|14.796|5024.719635813122|116.58328557575217
Generation 513|2|0.146|15|14.684|2149.739062976162|99.50393129498866
Generation 514|2|0.15|15|14.59|2149.739062976162|101.40783765577187
Generation 515|2|0.118|15|14.744|2149.739062976162|78.81418741675
Generation 516|2|0.164|100|15.014|2149.739062976162|106.50533977889918
Generation 517|2|0.156|17|14.594|2149.739062976162|106.71422981088493
Generation 518|2|0.148|15|14.656|2149.739062976162|95.89838694357555
Generation 519|2|0.126|15|14.826|2149.739062976162|80.55228835075535
Generation 520|2|0.112|15|14.804|2149.739062976162|73.61976800688204
Generation 521|2|0.122|15|14.856|2149.8377997990897|80.89137107314495
Generation 522|2|0.166|15|14.816|2149.739062976162|114.10786519421876
Generation 523|3|0.142|15|14.86|5024.719635813122|97.85223287870863
Generation 524|2|0.17|15|14.902|2149.739062976162|107.01550016465747
Generation 525|3|0.136|15|14.904|5024.719635813122|97.21889377349706
Generation 526|2|0.11|15|14.812|2149.739062976162|72.64539470350739
Generation 527|3|0.118|15|14.848|5024.719635813122|85.97168546301026
Generation 528|2|0.116|15|14.81|2149.739062976162|75.6375549296833
Generation 529|2|0.122|15|14.846|2149.739062976162|87.74301466805125
Generation 530|2|0.148|15|14.764|2149.739062976162|93.7271163758171
Generation 531|2|0.112|15|14.806|2149.739062976162|75.91316102904122
Generation 532|2|0.14|15|14.764|2149.739062976162|89.75025748494913
Generation 533|2|0.15|15|14.848|2149.739062976162|103.90726648376419
Generation 534|2|0.128|15|14.788|2149.739062976162|86.0888708671891
Generation 535|2|0.146|15|14.854|2149.739062976162|97.3677770479114
Generation 536|2|0.156|15|14.756|2149.739062976162|104.56410214114592
Generation 537|2|0.146|15|14.822|2149.739062976162|99.62055446634314
Generation 538|2|0.128|15|14.814|2149.739062976162|83.86119311246733
Generation 539|2|0.144|15|14.832|2149.739062976162|98.63666372914665
Generation 540|2|0.126|15|14.862|2149.739062976162|87.44562207798829
Generation 541|2|0.142|15|14.802|2149.739062976162|97.63189903507212
Generation 542|2|0.126|15|14.754|2149.739062976162|87.3792911489953
Generation 543|2|0.134|15|14.86|2149.739062976162|91.43019688057835
Generation 544|1|0.132|15|14.638|511.42505421866946|81.08953596778146
Generation 545|2|0.15|15|14.716|2149.988999664993|99.23115323735894
Generation 546|2|0.148|15|14.728|2149.739062976162|91.38045088599658
Generation 547|2|0.124|15|14.768|2149.739062976162|81.80050051299911
Generation 548|3|0.168|15|14.876|5024.719635813122|117.60661801562696
Generation 549|3|0.138|15|14.744|5024.719635813122|91.21943285325808
Generation 550|2|0.128|15|14.802|2149.739062976162|81.56682778050936
Generation 551|2|0.118|15|14.75|2149.739062976162|83.38646030005792
Generation 552|2|0.14|15|14.654|2149.739062976162|87.3929804716569
Generation 553|3|0.16|15|14.716|5030.559363316634|115.81085803958482
Generation 554|2|0.138|100|14.802|2149.739062976162|88.80743722835003
Generation 555|3|0.162|15|14.67|5024.719635813122|105.3355581171684
Generation 556|2|0.138|100|14.958|2149.739062976162|93.495199533675
Generation 557|2|0.15|15|14.748|2149.739062976162|99.25943038426554
Generation 558|2|0.118|15|14.8|2149.739062976162|85.71447635837927
Generation 559|2|0.13|100|14.964|2149.739062976162|89.55278324630753
Generation 560|2|0.14|100|14.864|2149.739062976162|94.40509442771602
Generation 561|2|0.132|100|14.888|2149.739062976162|83.61767516459369
Generation 562|2|0.134|15|14.782|2149.739062976162|86.76964328342348
Generation 563|2|0.1|100|14.82|2149.739062976162|74.5432240632067
Generation 564|2|0.104|15|14.718|2149.476355007297|69.58593333267325
Generation 565|2|0.118|100|15.362|2149.739062976162|79.42009913710645
Generation 566|2|0.14|100|14.78|2149.739062976162|87.4797919794055
Generation 567|2|0.122|100|14.828|2149.739062976162|78.57812650210231
Generation 568|2|0.114|15|14.54|2149.739062976162|81.22090545267768
Generation 569|2|0.14|100|15.07|2149.739062976162|90.05929977622687
Generation 570|2|0.114|100|14.802|2149.739062976162|79.20265203010113
Generation 571|2|0.114|100|14.602|2149.986294709256|76.73938011927332
Generation 572|2|0.166|15|14.578|2149.964098556101|107.05246789014743
Generation 573|2|0.152|100|14.82|2149.739062976162|100.31310254522465
Generation 574|2|0.142|100|15.464|2149.739062976162|91.40758769579271
Generation 575|2|0.116|100|14.806|2149.739062976162|77.89486124591589
Generation 576|2|0.15|15|14.538|2149.739062976162|94.53065072478945
Generation 577|2|0.132|100|14.772|2149.739062976162|88.09325532459877
Generation 578|2|0.136|100|14.9|2149.739062976162|92.43220337165307
Generation 579|2|0.124|15|14.65|2149.739062976162|81.70793092818715
Generation 580|2|0.112|100|14.8|2149.739062976162|75.9173982581041
Generation 581|2|0.14|100|14.78|2149.739062976162|89.75906254716395
Generation 582|2|0.13|100|14.852|2149.739062976162|82.59639352734325
Generation 583|2|0.16|100|15.208|2149.739062976162|113.78459603904348
Generation 584|2|0.12|100|15.13|2149.739062976162|77.91656801018826
Generation 585|2|0.124|100|15.26|2149.739062976162|84.59216570844929
Generation 586|2|0.132|100|15.118|2149.739062976162|88.41897662350848
Generation 587|2|0.126|100|15.6|2149.739062976162|83.65306243456163
Generation 588|2|0.144|100|15.292|2149.739062976162|94.52444875497207
Generation 589|2|0.11|100|14.972|2149.739062976162|77.37128127314075
Generation 590|3|0.14|100|15.146|5024.719635813122|104.02167010762959
Generation 591|2|0.136|100|14.96|2149.739062976162|85.68292291825547
Generation 592|2|0.132|15|14.796|2149.739062976162|90.3813026032668
Generation 593|2|0.136|15|14.878|2149.739062976162|92.41587262017498
Generation 594|2|0.108|100|15.018|2149.739062976162|74.1282676260414
Generation 595|2|0.142|100|15.236|2149.739062976162|93.52531120232581
Generation 596|2|0.156|600|16.248|2149.739062976162|95.53705781248574
Generation 597|2|0.152|15|14.94|2149.739062976162|95.8331176695184
Generation 598|2|0.16|15|14.71|2149.739062976162|104.20840933586143
Generation 599|2|0.1|15|14.874|2149.739062976162|70.02196846027297
Generation 600|2|0.128|15|14.938|2149.739062976162|88.50495188732306
Generation 601|2|0.138|15|14.88|2149.739062976162|91.15207501950118
Generation 602|2|0.12|15|14.908|2149.739062976162|82.23425034955875
Generation 603|2|0.136|15|14.698|2149.739062976162|90.02784504334691
Generation 604|2|0.172|15|14.644|2149.739062976162|116.95963857658292
Generation 605|2|0.134|15|14.816|2149.739062976162|86.8315318613598
Generation 606|2|0.146|15|14.682|2149.739062976162|97.20521035893418
Generation 607|2|0.12|100|14.98|2149.986294709256|82.32609014962114
Generation 608|3|0.148|24|14.82|5024.719635813122|105.38034680619182
Generation 609|2|0.126|100|14.876|2149.739062976162|82.91344253958066
Generation 610|1|0.138|15|14.812|511.42505421866946|84.21157962369142
Generation 611|2|0.142|15|14.756|2149.739062976162|88.42864134517693
Generation 612|2|0.108|100|14.98|2149.739062976162|71.81652595275564
Generation 613|3|0.144|100|15.0|5024.719635813122|103.55072998077958
Generation 614|2|0.146|15|14.76|2149.739062976162|99.57637627223104
Generation 615|2|0.146|15|14.726|2149.739062976162|92.65504414926907
Generation 616|2|0.168|15|14.848|2149.739062976162|108.24480288565009
Generation 617|2|0.138|15|14.678|2149.739062976162|95.56283605212835
Generation 618|2|0.104|15|14.786|2149.739062976162|74.22120775289142
Generation 619|2|0.12|15|14.816|2149.739062976162|79.86680029612444
Generation 620|2|0.158|15|14.822|2149.739062976162|100.99690685535265
Generation 621|3|0.132|15|14.838|5024.719635813122|97.4605829402809
Generation 622|2|0.156|15|14.72|2149.739062976162|99.91881222905039
Generation 623|2|0.142|15|14.778|2149.739062976162|93.01392939801282
Generation 624|2|0.142|15|14.804|2149.739062976162|93.03145259295015
Generation 625|2|0.154|15|14.75|2149.913226044195|108.08415925960543
Generation 626|1|0.126|15|14.698|511.42505421866946|78.17241766192843
Generation 627|2|0.146|15|14.678|2149.739062976162|99.46437787650203
Generation 628|2|0.134|15|14.638|2149.739062976162|93.50250510510418
Generation 629|2|0.14|15|14.528|2149.964098556101|91.82191338604876
Generation 630|3|0.138|15|14.502|5024.719635813122|100.1081588599843
Generation 631|1|0.108|15|14.4|511.42505421866946|68.95285786147069
Generation 632|2|0.136|15|14.494|2149.739062976162|89.77779939538621
Generation 633|3|0.142|15|14.258|5024.719635813122|106.41378887017976
Generation 634|3|0.11|15|14.436|5024.719635813122|86.1686998867863
Generation 635|2|0.152|15|14.32|2149.739062976162|106.72327318918438
Generation 636|2|0.13|15|14.702|2149.739062976162|91.58188968586286
Generation 637|2|0.166|15|14.508|2149.739062976162|120.67276468099226
Generation 638|2|0.126|15|14.49|2149.739062976162|82.51496628341587
Generation 639|2|0.144|15|14.35|2149.988999664993|93.60963255951005
Generation 640|2|0.142|15|14.466|2149.739062976162|92.73150971425532
Generation 641|2|0.13|15|14.696|2149.739062976162|86.97814290258283
Generation 642|2|0.15|15|14.57|2149.739062976162|101.34088564991745
Generation 643|2|0.13|15|14.608|2149.739062976162|82.36398770602499
Generation 644|2|0.142|15|14.684|2149.739062976162|99.80358576867147
Generation 645|2|0.13|15|14.694|2149.739062976162|98.42975706524518
Generation 646|2|0.13|15|14.574|2149.739062976162|84.57905083831113
Generation 647|2|0.12|15|14.676|2149.739062976162|82.05866201529393
Generation 648|2|0.12|15|14.744|2149.739062976162|79.83503592091638
