|Max Apple|Mean Apple|Max Step|Mean Step|Max Fitness|Mean Fitness
Generation 409|2|0.146|24|14.522|2149.964098556101|97.03293249526128
Generation 410|2|0.128|100|15.156|2149.6550881716457|88.71193289846727
Generation 411|2|0.138|24|14.522|2149.964098556101|92.97720670600226
Generation 412|2|0.132|100|14.446|2149.739062976162|87.72024368136961
Generation 413|2|0.13|24|14.702|2149.964098556101|86.9373431078849
Generation 414|2|0.134|24|14.504|2149.964098556101|90.96388848775372
Generation 415|2|0.142|100|15.098|2149.9540739565236|97.8876700655612
Generation 416|2|0.098|100|15.696|2149.6550881716457|67.49767841391082
Generation 417|2|0.162|100|16.072|2149.964098556101|106.37960592342081
Generation 418|2|0.144|100|15.292|2149.913226044195|108.02159771747984
Generation 419|2|0.144|24|14.706|2149.964098556101|98.41833303473729
Generation 420|2|0.138|100|14.622|2149.964098556101|100.0345474329355
Generation 421|2|0.134|100|15.32|2149.8377997990897|94.1004386543091
Generation 422|3|0.168|24|14.5|5026.96582588445|117.41688584461309
Generation 423|2|0.144|100|14.84|2149.964098556101|93.98525489519851
Generation 424|2|0.136|100|14.94|2149.8377997990897|92.41736392719244
Generation 425|2|0.134|100|15.152|2148.71142795583|87.00802125783657
Generation 426|2|0.146|100|16.948|2149.913226044195|103.93155356146764
Generation 427|3|0.126|100|15.64|5019.2877281163765|88.4434062975762
Generation 428|2|0.128|100|14.756|2148.71142795583|88.24918646057606
Generation 429|2|0.116|100|14.628|2149.9540739565236|79.89978441486979
Generation 430|2|0.112|100|17.398|2149.739062976162|80.68958097534065
Generation 431|2|0.132|100|18.164|2149.8377997990897|89.10783327353313
Generation 432|2|0.132|100|16.408|2149.964098556101|92.09729910598374
Generation 433|3|0.112|100|17.464|5026.96582588445|85.56533311238678
Generation 434|3|0.106|100|16.416|5022.147118486193|81.52338908846642
Generation 435|3|0.164|100|16.698|5024.719635813122|117.26834563848773
Generation 436|2|0.158|100|15.006|2149.739062976162|112.45078042573125
Generation 437|2|0.114|100|14.826|2149.913226044195|81.46620736576426
Generation 438|2|0.102|100|15.108|2149.964098556101|78.08378238497122
Generation 439|3|0.148|24|14.906|5022.147118486193|103.0388789440961
Generation 440|2|0.14|24|14.716|2149.313421433475|87.28354836967398
Generation 441|2|0.126|24|14.624|2149.964098556101|87.12249614516682
Generation 442|2|0.116|24|14.014|2149.739062976162|79.22716284886882
Generation 443|3|0.12|24|14.194|5016.170998995946|86.17679732623883
Generation 444|2|0.152|24|14.366|2149.739062976162|104.34208441580009
Generation 445|2|0.12|24|13.804|2149.8377997990897|85.65092035378687
Generation 446|2|0.124|24|14.416|2149.6550881716457|88.2349537298836
Generation 447|2|0.14|24|14.434|2149.9540739565236|93.91564197684531
Generation 448|2|0.16|24|14.542|2149.964098556101|110.79849414507072
Generation 449|2|0.152|24|14.522|2149.6550881716457|95.44687039336641
Generation 450|2|0.128|24|14.562|2149.9540739565236|92.68291957005536
Generation 451|2|0.118|24|14.574|2149.964098556101|80.88645103900406
Generation 452|2|0.148|24|14.386|2149.6550881716457|93.24559270121368
Generation 453|2|0.138|24|14.724|2149.913226044195|93.1273320925661
Generation 454|2|0.142|27|14.604|2149.739062976162|97.20336751694687
Generation 455|2|0.17|24|14.104|2149.964098556101|108.4358935812709
Generation 456|3|0.136|24|14.33|5016.170998995946|101.08054402740926
Generation 457|2|0.142|24|14.432|2149.964098556101|90.40096334097828
Generation 458|2|0.136|24|14.842|2149.964098556101|90.05006496865543
Generation 459|2|0.132|27|14.622|2149.964098556101|92.44852193234473
Generation 460|2|0.172|24|14.794|2149.964098556101|119.23689688681456
Generation 461|2|0.14|24|14.846|2149.739062976162|89.72831562349992
Generation 462|3|0.118|24|14.91|5019.2877281163765|95.03869136320375
Generation 463|2|0.114|24|14.756|2149.964098556101|76.79499524758076
Generation 464|2|0.118|24|14.808|2149.739062976162|83.38641432916248
Generation 465|2|0.144|24|14.698|2149.9540739565236|96.19786775387983
Generation 466|2|0.15|24|14.852|2149.964098556101|103.70518716097563
Generation 467|2|0.118|24|14.53|2149.6550881716457|78.57875507722086
Generation 468|2|0.136|24|14.834|2149.964098556101|87.76971213038985
Generation 469|2|0.138|24|14.556|2149.313421433475|88.44695973205307
Generation 470|2|0.14|24|14.716|2147.951238412937|87.33517646055967
Generation 471|2|0.128|24|14.466|2149.964098556101|94.81656098882424
Generation 472|2|0.126|24|14.466|2149.313421433475|84.73038251814218
Generation 473|2|0.16|27|14.564|2149.313421433475|99.32178156271885
Generation 474|2|0.128|24|14.798|2149.913226044195|90.4928529016947
Generation 475|2|0.118|24|14.294|2149.313421433475|78.30019516448516
Generation 476|2|0.14|24|14.51|2149.739062976162|96.21432191773766
Generation 477|3|0.142|26|14.428|5019.2877281163765|115.64239535038045
Generation 478|3|0.128|24|14.694|5016.170998995946|88.36981505037181
Generation 479|2|0.128|24|14.102|2149.8377997990897|85.3965689622554
Generation 480|2|0.13|100|14.144|2149.964098556101|86.5294990685356
Generation 481|2|0.146|24|14.464|2149.964098556101|101.49840079852636
Generation 482|2|0.134|100|14.972|2149.964098556101|91.45590031752857
Generation 483|2|0.128|100|14.846|2149.964098556101|88.38803208328547
Generation 484|2|0.144|100|15.258|2149.913226044195|99.02641139863185
Generation 485|2|0.134|100|14.966|2149.313421433475|91.43097869391461
Generation 486|2|0.116|100|15.812|2148.71142795583|76.50220441462096
Generation 487|2|0.116|100|14.236|2149.964098556101|81.81235432849402
Generation 488|3|0.102|100|14.576|5016.170998995946|75.42636072854457
Generation 489|2|0.128|100|14.624|2149.313421433475|85.84695991747536
Generation 490|2|0.126|100|14.938|2149.913226044195|87.4412714885463
Generation 491|2|0.11|100|14.684|2149.6550881716457|76.96282082420545
Generation 492|2|0.1|100|15.226|2149.739062976162|68.02906057929833
Generation 493|1|0.13|100|15.752|515.7293808435418|81.0889126743862
Generation 494|2|0.116|100|16.236|2149.964098556101|90.63929033075253
Generation 495|2|0.106|100|15.182|2149.964098556101|75.5021975848763
Generation 496|2|0.134|100|14.534|2149.964098556101|88.7876842517954
Generation 497|2|0.144|100|14.354|2149.964098556101|107.25656516211716
Generation 498|2|0.128|100|17.072|2149.9540739565236|90.59342468713217
Generation 499|2|0.114|100|16.01|2149.739062976162|78.05629339935086
Generation 500|2|0.138|100|14.528|2149.9540739565236|95.31734781115757
Generation 501|2|0.112|100|16.814|2149.313421433475|77.84589634970062
Generation 502|2|0.112|100|16.332|2149.739062976162|75.06505151159998
Generation 503|3|0.136|100|15.81|5016.170998995946|95.7405141109456
Generation 504|2|0.132|100|15.37|2149.964098556101|86.33974926040528
Generation 505|2|0.13|100|14.602|2147.951238412937|82.22794631769189
Generation 506|2|0.148|100|15.082|2149.964098556101|98.52842635642952
Generation 507|2|0.12|24|14.652|2148.71142795583|81.94323398954843
Generation 508|2|0.102|100|14.614|2149.964098556101|72.97135706309153
Generation 509|3|0.13|24|14.67|5026.96582588445|93.93486213772968
Generation 510|2|0.142|100|15.068|2149.964098556101|97.74306965436463
Generation 511|2|0.118|100|15.73|2149.986294709256|79.78465372594573
Generation 512|2|0.122|100|15.674|2148.71142795583|83.85898375956074
Generation 513|2|0.136|100|15.038|2149.313421433475|85.69561103112783
Generation 514|2|0.128|24|14.548|2148.71142795583|87.99528938813339
Generation 515|2|0.122|24|14.648|2149.964098556101|78.34360676566348
Generation 516|2|0.134|24|14.842|2149.913226044195|89.01332250915115
Generation 517|2|0.13|24|14.302|2149.964098556101|86.55885240811936
Generation 518|2|0.14|24|13.98|2149.913226044195|100.38038027413634
Generation 519|3|0.118|24|13.53|5028.82964176195|86.91767806210078
Generation 520|2|0.144|24|14.124|2149.964098556101|100.20047886802462
Generation 521|3|0.112|24|14.268|5026.256363523016|82.31100790325556
Generation 522|2|0.116|100|14.744|2149.476355007297|77.74634113862368
Generation 523|2|0.14|100|14.904|2149.964098556101|96.74597855767657
Generation 524|2|0.142|100|15.168|2149.964098556101|97.91005661762729
Generation 525|2|0.152|100|14.378|2149.964098556101|104.43943608320664
Generation 526|2|0.136|100|15.59|2149.739062976162|97.56598602863143
Generation 527|2|0.132|100|15.096|2149.739062976162|97.46600261199418
Generation 528|2|0.164|100|14.818|2149.739062976162|113.09726608892726
Generation 529|3|0.114|100|16.038|5022.147118486193|85.1556073407743
Generation 530|2|0.156|100|14.588|2149.890070823094|99.79989905641717
Generation 531|2|0.132|100|18.95|2149.964098556101|98.94414708683956
Generation 532|2|0.12|100|17.544|2149.964098556101|84.91803638131123
Generation 533|2|0.13|100|15.406|2149.313421433475|87.6405743333168
Generation 534|2|0.17|100|14.298|2149.964098556101|113.26571196442342
Generation 535|2|0.134|100|16.202|2149.9540739565236|97.20904424824711
Generation 536|2|0.122|100|16.12|2149.739062976162|82.11839137987342
Generation 537|2|0.14|24|14.602|2149.9540739565236|98.72006116502928
Generation 538|2|0.156|24|14.878|2149.739062976162|102.20141573761487
Generation 539|2|0.13|24|14.846|2149.739062976162|89.3099031569896
Generation 540|2|0.156|24|14.964|2149.964098556101|113.779380799281
Generation 541|2|0.132|100|15.192|2149.8377997990897|92.93432875381367
Generation 542|2|0.142|24|15.022|2149.9540739565236|95.43805696987893
Generation 543|3|0.14|100|14.746|5022.147118486193|96.73800359579327
Generation 544|2|0.114|24|14.124|2148.71142795583|73.9108879780024
Generation 545|2|0.124|100|15.304|2149.313421433475|84.51925244624928
Generation 546|2|0.118|100|15.944|2149.476355007297|86.78255546488325
Generation 547|2|0.134|100|15.708|2149.964098556101|89.9954390996633
Generation 548|2|0.134|100|14.9|2149.964098556101|91.44940379220289
Generation 549|2|0.13|100|15.008|2148.71142795583|82.69052978184278
Generation 550|2|0.152|100|15.434|2149.964098556101|100.84872451079188
Generation 551|2|0.124|100|15.026|2149.739062976162|86.53734608568615
Generation 552|2|0.15|100|15.196|2149.964098556101|101.83777111064006
Generation 553|2|0.132|100|15.016|2149.964098556101|95.10040035579391
Generation 554|2|0.14|100|16.594|2149.739062976162|98.25312631258231
Generation 555|2|0.15|100|15.332|2149.739062976162|102.00835401877525
Generation 556|3|0.152|100|15.456|5024.719635813122|110.18404403984862
Generation 557|2|0.142|100|17.45|2147.951238412937|93.38589381132485
Generation 558|2|0.112|100|19.23|2149.739062976162|82.53212935399698
Generation 559|2|0.14|100|22.316|2149.9540739565236|104.123139700623
Generation 560|2|0.162|100|21.446|2149.964098556101|118.56927793800442
Generation 561|2|0.128|100|19.542|2149.6550881716457|95.30879211292917
Generation 562|2|0.16|100|19.024|2149.964098556101|113.0585567033329
Generation 563|2|0.118|100|16.79|2149.313421433475|80.7341677941689
Generation 564|2|0.124|100|19.062|2149.739062976162|95.20158810748235
Generation 565|2|0.142|100|16.182|2149.739062976162|98.87182678211234
Generation 566|2|0.116|100|18.138|2149.739062976162|87.94039127205927
Generation 567|2|0.094|100|20.826|2149.476355007297|73.00816765069683
Generation 568|2|0.132|100|15.238|2149.739062976162|90.69870496873912
Generation 569|2|0.136|100|16.494|2149.9540739565236|93.95229465018065
Generation 570|1|0.116|100|15.03|515.7293808435418|73.46818262997756
Generation 571|2|0.166|100|15.88|2149.9540739565236|108.3022031061883
Generation 572|2|0.106|100|18.216|2149.913226044195|80.81521043142348
Generation 573|2|0.146|100|16.09|2149.964098556101|98.48273330419447
Generation 574|2|0.174|100|15.688|2149.964098556101|121.03831246003216
Generation 575|2|0.122|100|18.428|2149.739062976162|89.06562851545718
Generation 576|2|0.12|100|17.45|2149.964098556101|84.7275661487973
Generation 577|2|0.102|100|16.554|2149.913226044195|72.67793125357476
Generation 578|2|0.124|100|18.146|2148.71142795583|89.619954963326
Generation 579|3|0.15|100|15.934|5019.2877281163765|109.71869451910615
Generation 580|2|0.094|100|15.296|2148.71142795583|65.14666641495626
Generation 581|2|0.108|100|16.984|2149.9540739565236|76.06781728539578
Generation 582|2|0.14|100|17.41|2149.739062976162|101.42053548572454
Generation 583|2|0.14|100|20.818|2149.9540739565236|104.88937629552913
Generation 584|2|0.12|100|20.27|2149.964098556101|94.517119424764
Generation 585|2|0.126|100|20.702|2149.913226044195|93.31026884241435
Generation 586|2|0.098|100|21.746|2147.951238412937|75.78995556428305
Generation 587|3|0.112|100|21.924|5022.147118486193|89.98296840200247
Generation 588|2|0.13|100|17.84|2149.964098556101|87.75695982979032
Generation 589|2|0.142|100|16.324|2149.739062976162|96.85909441897138
Generation 590|2|0.156|100|16.198|2149.964098556101|108.16317461012858
Generation 591|2|0.136|100|15.428|2149.964098556101|99.82126920101577
Generation 592|2|0.142|100|15.922|2149.9540739565236|98.6394271181883
Generation 593|3|0.138|100|14.896|5024.719635813122|98.23586669815309
Generation 594|2|0.15|100|16.462|2149.913226044195|98.65879984569851
Generation 595|2|0.146|100|16.924|2149.964098556101|99.32584544037961
Generation 596|2|0.152|100|16.924|2149.913226044195|100.06282183293052
Generation 597|2|0.106|100|18.366|2149.964098556101|78.68373881417693
Generation 598|2|0.144|100|17.672|2149.964098556101|101.47690477349978
Generation 599|2|0.13|100|16.914|2147.951238412937|86.84809743176186
Generation 600|2|0.136|100|16.53|2149.8377997990897|93.98218288442133
Generation 601|2|0.118|100|17.194|2149.9540739565236|85.78675327014764
Generation 602|2|0.13|100|16.504|2149.313421433475|84.16048821684963
Generation 603|3|0.138|100|16.752|5016.170998995946|99.9439895449567
Generation 604|2|0.132|100|15.978|2149.739062976162|89.20583360466428
Generation 605|2|0.148|100|17.1|2149.964098556101|100.48774842266202
Generation 606|3|0.154|100|15.648|5016.170998995946|111.28416296530652
Generation 607|2|0.116|100|15.338|2149.739062976162|82.84984344935619
Generation 608|2|0.138|100|15.304|2149.964098556101|93.74505946720231
Generation 609|2|0.12|100|15.39|2149.8377997990897|82.71213478033054
Generation 610|2|0.112|100|15.9|2149.964098556101|81.53017713156214
Generation 611|2|0.156|100|17.416|2149.964098556101|111.668372598299
Generation 612|4|0.142|100|16.876|9186.292042124109|104.8840188118594
Generation 613|2|0.14|100|19.966|2149.913226044195|97.2366068528819
Generation 614|2|0.132|100|19.308|2149.313421433475|92.54160050169494
Generation 615|2|0.148|100|17.46|2149.739062976162|105.36355987725695
Generation 616|2|0.122|100|17.812|2149.964098556101|90.6788412209212
Generation 617|2|0.146|100|16.762|2149.964098556101|101.53352656439007
Generation 618|2|0.172|100|16.258|2149.964098556101|122.94681747243602
Generation 619|2|0.136|100|15.794|2149.9540739565236|95.57715557445269
Generation 620|2|0.15|100|15.788|2149.313421433475|93.47858587096515
Generation 621|2|0.12|100|15.222|2149.964098556101|87.08510992271304
Generation 622|2|0.132|100|16.348|2149.964098556101|100.88849817463267
Generation 623|2|0.13|100|16.118|2149.964098556101|97.44747732324831
Generation 624|2|0.138|24|14.526|2149.9540739565236|95.39347439375169
Generation 625|2|0.134|100|15.438|2149.964098556101|94.15943981908354
Generation 626|2|0.134|100|16.486|2149.964098556101|95.31128948759651
Generation 627|2|0.132|100|15.778|2149.964098556101|93.586823423108
Generation 628|3|0.124|100|17.688|5016.170998995946|93.97503137682267
Generation 629|2|0.132|100|16.674|2149.9540739565236|85.28320366979833
Generation 630|2|0.132|100|15.758|2149.964098556101|91.24147736314166
Generation 631|2|0.144|100|16.966|2149.964098556101|107.52741947427975
Generation 632|3|0.118|100|14.444|5026.96582588445|83.20229693356875
Generation 633|2|0.122|100|14.474|2149.9540739565236|80.47570543361999
Generation 634|3|0.136|100|15.072|5022.147118486193|99.6942312734919
Generation 635|2|0.142|100|14.454|2149.313421433475|88.02743760947126
Generation 636|2|0.124|100|14.546|2148.71142795583|79.23920825664524
Generation 637|2|0.136|100|14.326|2149.913226044195|91.81119659736542
Generation 638|2|0.128|100|14.856|2149.9540739565236|83.87027478631705
Generation 639|2|0.13|100|16.224|2149.964098556101|95.35304250038995
Generation 640|2|0.12|100|16.376|2149.739062976162|85.86909457330592
Generation 641|2|0.116|100|15.626|2149.313421433475|85.4159490836203
Generation 642|2|0.138|100|16.258|2149.986294709256|101.59974115466987
Generation 643|2|0.104|100|16.644|2149.739062976162|76.08083719880801
Generation 644|2|0.112|100|16.644|2149.964098556101|80.01476016616031
Generation 645|2|0.11|100|16.016|2149.739062976162|78.28801730909285
Generation 646|2|0.116|100|15.322|2148.71142795583|78.33370906839721
Generation 647|2|0.108|100|16.47|2149.964098556101|77.80589362158251
Generation 648|1|0.112|100|14.63|515.7293808435418|71.20931641015402
Generation 649|2|0.128|100|15.828|2149.476355007297|87.13981477691152
Generation 650|2|0.104|100|19.538|2149.739062976162|85.73867353520798
Generation 651|2|0.112|100|18.906|2149.964098556101|84.60412453323332
Generation 652|3|0.112|100|19.592|5019.2877281163765|92.31615533348528
Generation 653|2|0.122|100|16.75|2149.964098556101|85.13426277474777
Generation 654|2|0.128|100|14.268|2149.739062976162|92.41397068396286
Generation 655|2|0.138|100|14.148|2149.9540739565236|97.2323724206425
Generation 656|2|0.116|100|13.68|2147.951238412937|74.36983063184918
Generation 657|2|0.13|100|14.436|2149.739062976162|86.70713498413392
Generation 658|2|0.104|27|13.656|2149.964098556101|75.33331289138562
Generation 659|2|0.12|100|14.496|2149.739062976162|81.80955712145582
Generation 660|2|0.132|100|14.128|2149.964098556101|85.16514347310392
Generation 661|2|0.148|100|15.06|2149.964098556101|100.83826749368099
Generation 662|2|0.124|100|14.952|2149.964098556101|88.79527735899033
Generation 663|2|0.11|100|15.37|2149.964098556101|77.70418300446184
Generation 664|2|0.134|100|15.202|2149.964098556101|96.29046110931019
Generation 665|2|0.11|100|13.874|2149.964098556101|76.28759393725464
Generation 666|2|0.112|100|14.4|2149.9540739565236|80.10325225216552
Generation 667|2|0.166|100|15.578|2149.313421433475|103.36289047865819
Generation 668|3|0.136|100|14.904|5016.170998995946|94.88397822903158
Generation 669|2|0.15|100|15.056|2149.964098556101|101.7921515050028
Generation 670|2|0.146|100|16.044|2149.9540739565236|100.83076581482734
Generation 671|2|0.116|100|14.83|2149.739062976162|82.38561307416472
Generation 672|2|0.142|100|15.938|2149.9540739565236|98.6737236413831
Generation 673|2|0.126|100|16.26|2149.913226044195|88.73153047066145
Generation 674|2|0.14|100|14.6|2149.9540739565236|98.63176589230143
Generation 675|2|0.118|100|14.248|2147.951238412937|76.00594341957893
Generation 676|2|0.118|100|15.388|2147.951238412937|77.07314396079336
Generation 677|2|0.136|100|15.578|2149.964098556101|92.9404729444795
Generation 678|2|0.092|100|17.994|2149.739062976162|71.393302155578
Generation 679|2|0.152|100|16.464|2149.964098556101|99.71026211210942
Generation 680|2|0.132|100|14.874|2149.9540739565236|90.37979077745113
Generation 681|2|0.154|100|15.386|2149.964098556101|108.55429044552899
Generation 682|2|0.124|100|15.466|2149.964098556101|84.69989550112408
Generation 683|2|0.136|24|14.722|2149.913226044195|99.0887529626484
Generation 684|2|0.16|100|14.804|2149.739062976162|106.49664408240412
Generation 685|2|0.138|100|14.97|2149.964098556101|95.72820975617333
Generation 686|2|0.164|24|14.668|2149.964098556101|117.5332736065444
Generation 687|2|0.14|24|14.68|2149.964098556101|91.86140005123953
Generation 688|2|0.132|24|14.47|2149.739062976162|87.70815123108588
Generation 689|2|0.122|24|14.494|2149.739062976162|80.46636382338426
Generation 690|2|0.112|100|14.674|2149.9540739565236|82.5666599668268
Generation 691|2|0.136|100|14.528|2149.964098556101|87.48045078896254
Generation 692|2|0.128|24|14.356|2149.313421433475|85.63798496043778
Generation 693|3|0.18|24|14.39|5022.147118486193|116.22356264920987
Generation 694|2|0.132|24|14.552|2149.964098556101|94.66174662685755
Generation 695|2|0.114|100|15.01|2149.739062976162|86.13079243062454
Generation 696|2|0.144|24|14.828|2149.9540739565236|103.13427699607823
Generation 697|2|0.134|24|14.906|2149.739062976162|91.3595813130891
Generation 698|2|0.124|100|14.912|2149.964098556101|81.95525159975078
Generation 699|2|0.144|100|14.986|2149.8377997990897|100.9810073000727
Generation 700|2|0.12|24|14.664|2149.739062976162|81.93437833251396
Generation 701|2|0.122|100|14.69|2149.739062976162|80.70846417032118
Generation 702|2|0.132|100|14.688|2149.739062976162|87.95786797656957
Generation 703|2|0.116|100|14.778|2149.8377997990897|84.69205339017027
Generation 704|2|0.12|100|15.15|2149.964098556101|84.75065094002365
Generation 705|2|0.104|100|15.944|2149.739062976162|82.0734069165834
Generation 706|2|0.146|100|15.942|2149.8377997990897|107.45966760723024
Generation 707|3|0.156|100|16.806|5016.170998995946|113.5414612116021
Generation 708|2|0.154|100|15.208|2149.964098556101|106.33141696277457
Generation 709|2|0.102|100|15.698|2149.9540739565236|76.31965774027663
Generation 710|2|0.116|100|14.614|2149.964098556101|77.64053527088018
Generation 711|2|0.142|100|14.634|2149.739062976162|95.09725430105647
Generation 712|2|0.144|100|16.002|2149.9540739565236|95.18495509313694
Generation 713|3|0.12|100|13.906|5019.2877281163765|88.27032561442512
Generation 714|2|0.13|100|14.27|2149.476355007297|84.2484508679719
Generation 715|3|0.162|100|15.324|5016.170998995946|115.0230353553532
Generation 716|2|0.114|100|17.286|2149.964098556101|86.20787085401136
Generation 717|2|0.136|100|15.432|2149.913226044195|97.5270056574414
Generation 718|2|0.166|100|15.154|2149.964098556101|109.81343756358001
Generation 719|2|0.102|100|16.252|2149.739062976162|72.31284954305775
Generation 720|2|0.1|100|16.944|2149.8377997990897|69.81797276071943
Generation 721|2|0.114|100|16.976|2149.913226044195|83.60296529238703
Generation 722|2|0.146|100|14.456|2149.964098556101|103.67272062961717
Generation 723|4|0.168|100|14.946|9186.292042124109|136.20192858146896
Generation 724|2|0.138|24|14.266|2149.964098556101|101.8349602757752
Generation 725|2|0.104|24|14.014|2149.9540739565236|71.02190328732205
Generation 726|2|0.154|24|13.628|2149.964098556101|104.56686767653557
Generation 727|2|0.136|100|13.892|2149.964098556101|93.64578878122846
Generation 728|2|0.146|100|14.49|2149.913226044195|96.9239118571581
Generation 729|2|0.114|100|18.15|2149.9540739565236|80.2270421922545
Generation 730|1|0.124|100|21.742|515.7293808435418|84.10056394115803
Generation 731|2|0.134|100|19.83|2149.964098556101|103.17105552129398
Generation 732|3|0.134|100|23.226|5019.2877281163765|104.46476077654324
Generation 733|3|0.134|100|23.516|5016.170998995946|107.08068078261208
Generation 734|2|0.106|100|19.68|2149.964098556101|80.01385799319984
Generation 735|2|0.108|100|17.364|2149.964098556101|78.67130992271241
Generation 736|2|0.112|100|16.83|2149.739062976162|77.89115854553279
Generation 737|1|0.118|100|17.35|515.7293808435418|76.7883714348842
Generation 738|2|0.128|100|19.122|2149.964098556101|90.36278831294797
Generation 739|2|0.146|100|22.082|2149.964098556101|115.96739452522885
Generation 740|1|0.108|100|20.316|515.7293808435418|74.88604294411954
Generation 741|2|0.144|100|18.76|2149.964098556101|109.44548181175654
Generation 742|2|0.126|100|21.98|2149.964098556101|99.15958667600017
Generation 743|1|0.116|100|19.334|515.7293808435418|77.77822816205295
Generation 744|2|0.106|100|18.162|2149.313421433475|76.23782922429223
Generation 745|2|0.14|100|15.944|2149.313421433475|97.6510670043279
Generation 746|2|0.124|100|15.538|2149.964098556101|91.63762623947457
Generation 747|2|0.178|24|14.906|2149.739062976162|117.69092591821887
Generation 748|2|0.112|100|14.99|2149.964098556101|80.66961714631523
Generation 749|2|0.116|100|15.57|2149.9540739565236|83.1150993639208
Generation 750|3|0.158|100|14.854|5024.719635813122|112.6397068942054
Generation 751|2|0.118|100|16.29|2149.9540739565236|91.66834446699201
Generation 752|2|0.116|100|15.742|2148.71142795583|78.71969240762331
Generation 753|2|0.112|100|17.45|2149.9540739565236|80.7664744408861
Generation 754|2|0.106|100|17.358|2149.79154254127|79.97303472864604
Generation 755|2|0.164|100|19.706|2149.964098556101|111.1363127211243
Generation 756|1|0.126|100|16.086|515.7293808435418|79.47095443887329
Generation 757|2|0.13|100|15.914|2149.964098556101|88.1752643969479
Generation 758|2|0.132|100|15.202|2149.964098556101|97.54808999205383
Generation 759|2|0.148|100|14.956|2149.739062976162|102.92019594813905
Generation 760|3|0.146|24|14.75|5016.170998995946|104.20164589594657
Generation 761|2|0.138|100|15.632|2149.964098556101|96.44118110764845
Generation 762|2|0.138|100|15.166|2149.739062976162|98.23179084765411
Generation 763|2|0.136|100|15.556|2149.964098556101|95.27524636817053
Generation 764|2|0.116|100|14.94|2149.6550881716457|77.96238279512194
Generation 765|2|0.156|100|15.098|2149.964098556101|109.28431714291548
Generation 766|2|0.172|24|14.648|2149.964098556101|112.25115021235423
Generation 767|2|0.13|24|14.652|2149.739062976162|86.83967325488157
Generation 768|2|0.162|24|14.84|2149.964098556101|116.60601766402718
Generation 769|2|0.118|24|14.726|2149.739062976162|83.28531829138159
Generation 770|2|0.102|24|14.816|2148.71142795583|70.84946604261984
Generation 771|2|0.132|24|14.728|2149.476355007297|90.24818975404074
Generation 772|2|0.14|24|14.796|2149.739062976162|89.65038818635034
Generation 773|2|0.146|24|15.062|2149.964098556101|102.04276131224795
Generation 774|2|0.132|24|14.876|2149.964098556101|90.3902318770826
Generation 775|3|0.15|24|14.918|5016.170998995946|113.14340446569798
Generation 776|3|0.164|24|14.976|5018.2761625849325|117.80275736782741
Generation 777|2|0.138|24|14.77|2149.964098556101|91.00646555194578
Generation 778|2|0.142|24|14.96|2149.476355007297|90.82318665601008
Generation 779|2|0.164|24|14.828|2149.964098556101|106.19532553921437
Generation 780|2|0.138|24|14.852|2149.313421433475|88.7661070861047
Generation 781|2|0.136|24|14.786|2149.739062976162|89.9585802396921
Generation 782|2|0.146|24|14.932|2149.9540739565236|101.93169107497904
Generation 783|2|0.126|24|15.156|2149.739062976162|85.28271415522394
Generation 784|3|0.134|100|15.078|5019.2877281163765|98.63079486599209
Generation 785|2|0.138|24|14.906|2149.739062976162|93.37495276510005
Generation 786|3|0.132|24|14.746|5022.147118486193|92.78052022119171
Generation 787|2|0.148|33|14.938|2149.6550881716457|98.28966588035875
Generation 788|2|0.146|24|14.502|2149.9540739565236|103.838240812923
Generation 789|2|0.134|24|14.874|2147.951238412937|86.70126527364718
Generation 790|2|0.158|24|14.69|2149.739062976162|109.95543048053683
Generation 791|3|0.184|24|14.888|5028.82964176195|132.31495901429992
Generation 792|3|0.15|24|14.832|5022.147118486193|108.5643171275093
Generation 793|2|0.154|24|14.658|2149.964098556101|105.63233690161273
Generation 794|2|0.122|24|14.658|2149.890070823094|92.09939862021795
Generation 795|3|0.154|33|14.24|5022.147118486193|110.01097942383689
Generation 796|2|0.138|24|14.416|2149.739062976162|92.90548955735875
Generation 797|2|0.112|100|15.114|2149.9540739565236|78.49041630667622
Generation 798|2|0.124|100|15.202|2149.964098556101|84.40901004000175
Generation 799|2|0.148|29|14.864|2149.739062976162|98.22690629183376
Generation 800|2|0.144|100|16.15|2149.476355007297|99.90528254251758
Generation 801|2|0.138|100|15.202|2149.964098556101|93.5713378930589
Generation 802|2|0.146|100|15.6|2149.913226044195|106.98284848841892
Generation 803|3|0.128|33|14.996|5019.2877281163765|88.6059762607606
Generation 804|3|0.164|100|15.616|5016.170998995946|116.00281987805278
Generation 805|2|0.154|100|16.094|2149.739062976162|102.23867650955027
Generation 806|3|0.132|100|16.802|5017.2369705907395|103.67291717124584
Generation 807|3|0.162|100|16.436|5025.506959415782|122.64506504424507
Generation 808|2|0.128|100|15.566|2149.9540739565236|93.5429254087998
Generation 809|2|0.11|100|16.668|2148.71142795583|78.75005427081234
Generation 810|2|0.12|100|18.25|2149.739062976162|92.0600249134185
Generation 811|3|0.136|100|18.994|5005.486447528147|119.22344730779
Generation 812|3|0.148|100|17.788|5023.038198361497|105.53568909000823
Generation 813|2|0.146|100|16.258|2149.964098556101|102.88923003030548
Generation 814|2|0.146|100|16.42|2149.475941242983|100.80781900708877
Generation 815|2|0.152|100|19.348|2149.9540739565236|113.37234769629106
Generation 816|3|0.164|100|21.088|5027.633040365744|133.04394027142885
